,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,video_id,avg polarity score,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,subscribers,totalViews,totalVideos
10,10.0,10.0,10.0,10.0,10,MfIjxPh6Pys,0.254773626,Stanford Online,Lecture 11 - Introduction to Neural Networks | Stanford CS229: Machine Learning (Autumn 2018),"For more information about Stanford’s Artificial Intelligence professional and graduate programs, visit: https://stanford.io/3nqNTNo

Kian Katanforoosh
Lecturer, Computer Science
 
To follow along with the course schedule and syllabus, visit: 
http://cs229.stanford.edu/syllabus-autumn2018.html","['Stanford', 'Stanford Online', 'CS229', 'AI']",2020-04-17T20:12:03Z,79894,1024,,9,PT1H20M14S,hd,True,369000,20517888,1850
11,11.0,11.0,11.0,11.0,11,zUazLXZZA2U,0.259177083,Stanford Online,Lecture 12 - Backprop & Improving Neural Networks | Stanford CS229: Machine Learning (Autumn 2018),"For more information about Stanford’s Artificial Intelligence professional and graduate programs, visit: https://stanford.io/3EaSVE7

Kian Katanforoosh
Lecturer, Computer Science
 
To follow along with the course schedule and syllabus, visit: 
http://cs229.stanford.edu/syllabus-autumn2018.html","['Stanford', 'Stanford Online', 'CS229']",2020-04-17T20:11:47Z,38725,467,,6,PT1H16M38S,hd,True,369000,20517888,1850
12,12.0,12.0,12.0,12.0,12,ORrStCArmP4,0.255637,Stanford Online,Lecture 13 - Debugging ML Models and Error Analysis | Stanford CS229: Machine Learning (Autumn 2018),"For more information about Stanford’s Artificial Intelligence professional and graduate programs, visit: https://stanford.io/3E2bjyY

Andrew Ng 
Adjunct Professor of Computer Science
https://www.andrewng.org/
 
To follow along with the course schedule and syllabus, visit: 
http://cs229.stanford.edu/syllabus-autumn2018.html","['Stanford', 'Stanford Online', 'Cs229']",2020-04-17T20:12:13Z,43780,641,,6,PT1H18M55S,hd,True,369000,20517888,1850
13,13.0,13.0,13.0,13.0,13,rVfZHWTwXSA,0.245317476,Stanford Online,Lecture 14 - Expectation-Maximization Algorithms | Stanford CS229: Machine Learning (Autumn 2018),"For more information about Stanford’s Artificial Intelligence professional and graduate programs, visit: https://stanford.io/3G6tSE6

Andrew Ng 
Adjunct Professor of Computer Science
https://www.andrewng.org/
 
To follow along with the course schedule and syllabus, visit: 
http://cs229.stanford.edu/syllabus-autumn2018.html","['Stanford', 'Stanford Online', 'CS229', 'Andrew Ng']",2020-04-17T20:12:25Z,86974,1101,,4,PT1H20M31S,hd,True,369000,20517888,1850
14,14.0,14.0,14.0,14.0,14,tw6cmL5STuY,0.246227885,Stanford Online,Lecture 15 - EM Algorithm & Factor Analysis | Stanford CS229: Machine Learning Andrew Ng -Autumn2018,"For more information about Stanford’s Artificial Intelligence professional and graduate programs, visit: https://stanford.io/3jsY9n7

Andrew Ng 
Adjunct Professor of Computer Science
https://www.andrewng.org/
 
To follow along with the course schedule and syllabus, visit: 
http://cs229.stanford.edu/syllabus-autumn2018.html","['Stanford', 'Stanford Online', 'CS229', 'AI', 'Andrew Ng']",2020-04-17T20:12:36Z,36003,338,,1,PT1H19M48S,hd,True,369000,20517888,1850
15,15.0,15.0,15.0,15.0,15,YQA9lLdLig8,0.249148113,Stanford Online,Lecture 16 - Independent Component Analysis & RL | Stanford CS229: Machine Learning (Autumn 2018),"For more information about Stanford’s Artificial Intelligence professional and graduate programs, visit: https://stanford.io/2ZdB2p8

Andrew Ng 
Adjunct Professor of Computer Science
https://www.andrewng.org/
 
To follow along with the course schedule and syllabus, visit: 
http://cs229.stanford.edu/syllabus-autumn2018.html","['Stanford', 'Stanford Online', 'CS229', 'Andrew Ng', 'AI']",2020-04-17T20:12:47Z,36917,358,,9,PT1H18M10S,hd,True,369000,20517888,1850
16,16.0,16.0,16.0,16.0,16,d5gaWTo6kDM,0.248733333,Stanford Online,Lecture 17 - MDPs & Value/Policy Iteration | Stanford CS229: Machine Learning Andrew Ng (Autumn2018),"For more information about Stanford’s Artificial Intelligence professional and graduate programs, visit: https://stanford.io/3jsZydn

Andrew Ng 
Adjunct Professor of Computer Science
https://www.andrewng.org/
 
To follow along with the course schedule and syllabus, visit: 
http://cs229.stanford.edu/syllabus-autumn2018.html","['Stanford', 'Stanford Online', 'Andrew Ng', 'AI', 'CS229']",2020-04-17T20:13:00Z,47676,594,,2,PT1H19M14S,hd,True,369000,20517888,1850
17,17.0,17.0,17.0,17.0,17,QFu5nuc-S0s,0.252184404,Stanford Online,Lecture 18 - Continous State MDP & Model Simulation | Stanford CS229: Machine Learning (Autumn 2018),"For more information about Stanford’s Artificial Intelligence professional and graduate programs, visit: https://stanford.io/3njDdzN

Andrew Ng 
Adjunct Professor of Computer Science
https://www.andrewng.org/
 
To follow along with the course schedule and syllabus, visit: 
http://cs229.stanford.edu/syllabus-autumn2018.html","['Stanford', 'Stanford Online', 'CS229', 'Andrew Ng', 'AI']",2020-04-17T20:13:10Z,21447,216,,1,PT1H20M15S,hd,True,369000,20517888,1850
18,18.0,18.0,18.0,18.0,18,0rt2CsEQv6U,0.252184404,Stanford Online,Lecture 19 - Reward Model & Linear Dynamical System | Stanford CS229: Machine Learning (Autumn 2018),"For more information about Stanford’s Artificial Intelligence professional and graduate programs, visit: https://stanford.io/3ni8a7v

Andrew Ng 
Adjunct Professor of Computer Science
https://www.andrewng.org/
 
To follow along with the course schedule and syllabus, visit: 
http://cs229.stanford.edu/syllabus-autumn2018.html","['Stanford', 'Stanford Online', 'CS229', 'Andrew Ng', 'AI']",2020-04-17T20:13:21Z,19358,163,,0,PT1H21M7S,hd,True,369000,20517888,1850
19,19.0,19.0,19.0,19.0,19,pLhPQynL0tY,0.257685586,Stanford Online,RL Debugging and Diagnostics | Stanford CS229: Machine Learning Andrew Ng - Lecture 20 (Autumn 2018),"For more information about Stanford’s Artificial Intelligence professional and graduate programs, visit: https://stanford.io/3prds3p

Andrew Ng 
Adjunct Professor of Computer Science
https://www.andrewng.org/
 
To follow along with the course schedule and syllabus, visit: 
http://cs229.stanford.edu/syllabus-autumn2018.html","['Stanford', 'Stanford Online', 'Andrew Ng', 'CS229', 'AI']",2020-04-17T20:13:31Z,27127,354,,2,PT1H12M43S,hd,True,369000,20517888,1850
20,20.0,20.0,20.0,20.0,20,78ut-S-QOEQ,0.466481818,Mark Keith,Python: univariate statistics,"Dataset: https://www.kaggle.com/mirichoi0218/insurance

This playlist (or related videos) is included in my online book: https://www.myeducator.com/reader/web/1582bs/. You can purchase a single copy here: https://app.myeducator.com/s/2JzbbMQ5i01/

To get an instructor copy, email me a link to your profile from the school you teach this topic for at mark.keith@gmail.com","['Python', 'Univariate', 'statistics', 'analyses', 'function', 'count', 'mean', 'skewness', 'skew']",2020-02-21T01:19:13Z,18154,203,,15,PT33M37S,hd,False,6640,2170162,546
21,21.0,21.0,21.0,21.0,21,c6EHXGmFN8c,0.44998,Mark Keith,Python: Correlation and P-value Concepts,"This playlist (or related videos) is included in my online book: https://www.myeducator.com/reader/web/1582bs/. You can purchase a single copy here: https://app.myeducator.com/s/2JzbbMQ5i01/

To get an instructor copy, email me a link to your profile from the school you teach this topic for at mark.keith@gmail.com",,2020-11-06T17:16:15Z,3107,42,,6,PT16M10S,hd,False,6640,2170162,546
22,22.0,22.0,22.0,22.0,22,o7VCeCxHCTI,0.411689286,Mark Keith,"Python: Correlation and P-value in Numpy, Pandas, and Scipy","This playlist (or related videos) is included in my online book: https://www.myeducator.com/reader/web/1582bs/. You can purchase a single copy here: https://app.myeducator.com/s/2JzbbMQ5i01/

To get an instructor copy, email me a link to your profile from the school you teach this topic for at mark.keith@gmail.com","['Python', 'correlation', 'p-value', 'numpy', 'pandas', 'scipy']",2020-11-06T17:22:46Z,16379,166,,15,PT11M21S,hd,False,6640,2170162,546
23,23.0,23.0,23.0,23.0,23,IO7XzZ-__Co,0.427734483,Mark Keith,"Python: Scatterplots, Linear Regression, Heteroscedasticity","This playlist (or related videos) is included in my online book: https://www.myeducator.com/reader/web/1582bs/. You can purchase a single copy here: https://app.myeducator.com/s/2JzbbMQ5i01/

To get an instructor copy, email me a link to your profile from the school you teach this topic for at mark.keith@gmail.com","['Python', 'regression line', 'linear regression', 'heteroscedasticity', 'scatterplot', '3D plot', 'seaborn']",2020-11-09T17:57:30Z,2523,33,,5,PT49M23S,hd,False,6640,2170162,546
24,24.0,24.0,24.0,24.0,24,RqU08Ufh_Js,0.43839,Mark Keith,"Python: T-test, one-way ANOVA, p-value concepts","This playlist (or related videos) is included in my online book: https://www.myeducator.com/reader/web/1582bs/. You can purchase a single copy here: https://app.myeducator.com/s/2JzbbMQ5i01/

To get an instructor copy, email me a link to your profile from the school you teach this topic for at mark.keith@gmail.com","['Python', 't-test', 'f test', 'f-stat', 'one-way', 'ANOVA', 'p-value', 'p value', 'concepts']",2020-11-09T19:41:01Z,1828,19,,1,PT12M16S,hd,False,6640,2170162,546
25,25.0,25.0,25.0,25.0,25,u3Hwt_jbbTc,0.43839,Mark Keith,"Python: t-test, one-way ANOVA, categorical features","This playlist (or related videos) is included in my online book: https://www.myeducator.com/reader/web/1582bs/. You can purchase a single copy here: https://app.myeducator.com/s/2JzbbMQ5i01/

To get an instructor copy, email me a link to your profile from the school you teach this topic for at mark.keith@gmail.com","['Python', 't-test', 'f test', 'f-stat', 'one-way', 'ANOVA', 'p-value', 'p value', 'code']",2020-11-09T21:34:11Z,2085,27,,0,PT20M28S,hd,False,6640,2170162,546
26,26.0,26.0,26.0,26.0,26,gEOTiED6khA,0.437342424,Mark Keith,"Python: one-way ANOVA, t-test, bonferroni, tukeyhsd, barplot","This playlist (or related videos) is included in my online book: https://www.myeducator.com/reader/web/1582bs/. You can purchase a single copy here: https://app.myeducator.com/s/2JzbbMQ5i01/

To get an instructor copy, email me a link to your profile from the school you teach this topic for at mark.keith@gmail.com","['Python', 't-test', 'f test', 'f-stat', 'one-way', 'ANOVA', 'p-value', 'p value', 'bonferroni', 'tukeyhsd', 'barplot']",2020-11-11T03:27:44Z,4323,69,,3,PT56M52S,hd,False,6640,2170162,546
27,27.0,27.0,27.0,27.0,27,0-fkgpK2knA,0.437342424,Mark Keith,Python: Intro to MLR / OLS in statmodels.api,"This video assumes you've already completed this playlist: https://www.youtube.com/playlist?list=PLe9UEU4oeAuXcX5p-W7aLnKr2zPapqvYe or that you already have an understanding of MLR / OLS

This video is used in the following books: 
- https://app.myeducator.com/reader/web/1582bs/
   - Purchase: https://app.myeducator.com/s/2JzbbMQ5i01/
- https://app.myeducator.com/reader/web/1702f/
   - Purchase: https://app.myeducator.com/s/2OcSGUweA01/

To request an instructor copy, send a link to your faculty profile to mark.keith@gmail.com","['MLR', 'OLS', 'Python', 'coefficient', 'p-value', 'prediction', 'r squared', 'statsmodels.api']",2021-10-11T16:53:52Z,732,7,,0,PT8M22S,hd,False,6640,2170162,546
28,28.0,28.0,28.0,28.0,28,tJCgvR4E7uc,0.437342424,Mark Keith,Python: MLR with categorical values; dummy codes,"This video assumes you've already completed this playlist: https://www.youtube.com/playlist?list=PLe9UEU4oeAuXcX5p-W7aLnKr2zPapqvYe or that you already have an understanding of MLR / OLS

This video is used in the following books: 
- https://app.myeducator.com/reader/web/1582bs/
   - Purchase: https://app.myeducator.com/s/2JzbbMQ5i01/
- https://app.myeducator.com/reader/web/1702f/
   - Purchase: https://app.myeducator.com/s/2OcSGUweA01/

To request an instructor copy, send a link to your faculty profile to mark.keith@gmail.com","['MLR', 'OLS', 'Python', 'categorical values', 'dummy codes']",2021-10-11T16:53:56Z,633,7,,0,PT7M45S,hd,False,6640,2170162,546
29,29.0,29.0,29.0,29.0,29,QH_elD_JKuc,0.437342424,Mark Keith,"Python: MLR, OLS, standardization, normalization","This video assumes you've already completed this playlist: https://www.youtube.com/playlist?list=PLe9UEU4oeAuXcX5p-W7aLnKr2zPapqvYe or that you already have an understanding of MLR / OLS

This video is used in the following books: 
- https://app.myeducator.com/reader/web/1582bs/
   - Purchase: https://app.myeducator.com/s/2JzbbMQ5i01/
- https://app.myeducator.com/reader/web/1702f/
   - Purchase: https://app.myeducator.com/s/2OcSGUweA01/

To request an instructor copy, send a link to your faculty profile to mark.keith@gmail.com","['MLR', 'OLS', 'Python', 'minmax', 'normalize', 'standardize', 'z-score']",2021-10-11T16:54:00Z,494,12,,0,PT10M48S,hd,False,6640,2170162,546
30,30.0,30.0,30.0,30.0,30,9-M4SGzSx0k,0.424479412,Mark Keith,Python: MLR/OLS assumptions normality multicollinearity VIF,"This video assumes you've already completed this playlist: https://www.youtube.com/playlist?list=PLe9UEU4oeAuXcX5p-W7aLnKr2zPapqvYe or that you already have an understanding of MLR / OLS

This video is used in the following books: 
- https://app.myeducator.com/reader/web/1582bs/
   - Purchase: https://app.myeducator.com/s/2JzbbMQ5i01/
- https://app.myeducator.com/reader/web/1702f/
   - Purchase: https://app.myeducator.com/s/2OcSGUweA01/

To request an instructor copy, send a link to your faculty profile to mark.keith@gmail.com","['MLR', 'OLS', 'Python', 'assumptions', 'multicollinearity', 'normality', 'skewness', 'vif']",2021-10-11T16:54:04Z,547,11,,2,PT13M46S,hd,False,6640,2170162,546
31,31.0,31.0,31.0,31.0,31,6JSpweNhZoY,0.428055263,Mark Keith,Python Practice: Housing Prices: Univariate Analyses,"Data: https://www.ishelp.info/data/housing_full.csv
Data: https://www.ishelp.info/data/housing_description.txt
Originally downloaded from www.kaggle.com

This playlist (or related videos) is included in my online book: https://www.myeducator.com/reader/web/1582bs/. You can purchase a single copy here: https://app.myeducator.com/s/2JzbbMQ5i01/

To get an instructor copy, email me a link to your profile from the school you teach this topic for at mark.keith@gmail.com","['Python', 'Univariate', 'statistics', 'analyses', 'function', 'count', 'mean', 'skewness', 'skew']",2020-02-13T20:48:28Z,2378,26,,5,PT31M41S,hd,False,6640,2170162,546
32,32.0,32.0,32.0,32.0,32,HryVz06U5ps,0.419435714,Mark Keith,Python Practice: Housing Prices: Bivariate Statistics,"Data: https://www.ishelp.info/data/housing_full.csv
Data: https://www.ishelp.info/data/housing_description.txt
Originally downloaded from www.kaggle.com

This playlist (or related videos) is included in my online book: https://www.myeducator.com/reader/web/1582bs/. You can purchase a single copy here: https://app.myeducator.com/s/2JzbbMQ5i01/

To get an instructor copy, email me a link to your profile from the school you teach this topic for at mark.keith@gmail.com","['Python', 'automation', 'bivariate', 'statistics', 'correlation', 'anova', 'housing prices']",2020-02-15T20:24:03Z,1675,15,,6,PT39M1S,hd,False,6640,2170162,546
33,33.0,33.0,33.0,33.0,33,lJqYYwePxcw,0.435657778,Mark Keith,Python Practice: Housing Prices: Bivariate Visualizations,"Data: https://www.ishelp.info/data/housing_full.csv
Data: https://www.ishelp.info/data/housing_description.txt
Originally downloaded from www.kaggle.com

This playlist (or related videos) is included in my online book: https://www.myeducator.com/reader/web/1582bs/. You can purchase a single copy here: https://app.myeducator.com/s/2JzbbMQ5i01/

To get an instructor copy, email me a link to your profile from the school you teach this topic for at mark.keith@gmail.com","['Python', 'automation', 'bivariate', 'statistics', 'visualization', 'scatterplot', 'bar chart', 'housing prices']",2020-02-16T00:33:16Z,1598,13,,4,PT49M8S,hd,False,6640,2170162,546
34,34.0,34.0,34.0,34.0,34,MO1frM_TXf0,0.444489583,Mark Keith,Python Practice: Housing Prices: Multivariate Statistics (MLR),"Data: https://www.ishelp.info/data/housing_full.csv
Data: https://www.ishelp.info/data/housing_description.txt
Originally downloaded from www.kaggle.com

This playlist (or related videos) is included in my online book: https://www.myeducator.com/reader/web/1582bs/. You can purchase a single copy here: https://app.myeducator.com/s/2JzbbMQ5i01/

To get an instructor copy, email me a link to your profile from the school you teach this topic for at mark.keith@gmail.com","['Python', 'statistics', 'mlr', 'multivariate', 'ols', 'statsmodels', 'housing prices']",2020-02-16T18:13:38Z,1761,12,,5,PT19M31S,hd,False,6640,2170162,546
35,35.0,35.0,35.0,35.0,35,0UNCSsddyf4,0.435518,Mark Keith,Python Practice: Housing Prices: Multivariate Automation,"Data: https://www.ishelp.info/data/housing_full.csv
Data: https://www.ishelp.info/data/housing_description.txt
Originally downloaded from www.kaggle.com

This playlist (or related videos) is included in my online book: https://www.myeducator.com/reader/web/1582bs/. You can purchase a single copy here: https://app.myeducator.com/s/2JzbbMQ5i01/

To get an instructor copy, email me a link to your profile from the school you teach this topic for at mark.keith@gmail.com","['Python', 'automation', 'statistics', 'mlr', 'multivariate', 'ols', 'statsmodels', 'housing prices']",2020-02-16T22:00:07Z,1534,9,,2,PT35M9S,hd,False,6640,2170162,546
36,36.0,36.0,36.0,36.0,36,CmorAWRsCAw,0.466278947,codebasics,Python Pandas Tutorial 1. What is Pandas python? Introduction and Installation,"If you are working on data science, you must know about pandas python module. Pandas and python makes data science and analytics extremely easy and effective. In this tutorial we will cover,
1) What is data science or data analytics?
2) What is pandas?
3) Walk through some basic functionality to show the power of pandas
4) Pandas installation

Topics that are covered in this Python Pandas Video:
0:00 What is Pandas?
0:13 What is data science?
0:37 Real life example of pandas
3:35 Coding using pandas framework 
5:52 What is data munging/ data wrangling?
8:06 How to install pandas?

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Very Simple Explanation Of Neural Network: https://www.youtube.com/watch?v=ER2It2mIagI

github code link: https://github.com/codebasics/py/tree/master/pandas/1_intro

Next Video: 
Python Pandas Tutorial 2: Dataframe Basics: https://www.youtube.com/watch?v=F6kmIpWWEdU&list=PLeo1K3hjS3uuASpe-1LjfG5f14Bnozjwy&index=2

Popular Playlist:
Complete python course: https://www.youtube.com/playlist?list=PLeo1K3hjS3uv5U-Lmlnucd7gqF-3ehIh0

Data science course: https://www.youtube.com/playlist?list=PLeo1K3hjS3us_ELKYSj_Fth2tIEkdKXvV

Machine learning tutorials: https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw

Pandas tutorials: https://www.youtube.com/playlist?list=PLeo1K3hjS3uuASpe-1LjfG5f14Bnozjwy

Git github tutorials: https://www.youtube.com/playlist?list=PLeo1K3hjS3usJuxZZUBdjAcilgfQHkRzW

Matplotlib course: https://www.youtube.com/playlist?list=PLeo1K3hjS3uu4Lr8_kro2AqaO6CFYgKOl

Data structures course: https://www.youtube.com/playlist?list=PLeo1K3hjS3uu_n_a__MI_KktGTLYopZ12

Data Science Project - Real Estate Price Prediction: https://www.youtube.com/watch?v=rdfbcdP75KI&list=PLeo1K3hjS3uu7clOTtwsp94PcHbzqpAdg

To download csv and code for all tutorials: go to https://github.com/codebasics/py, click on green button to clone or download the entire repository and then go to relevant folder to get access of that specific file.

🌎 My Website For Video Courses: https://codebasics.io/

Need help building software or data analytics and AI solutions? My company https://www.atliq.com/ can help. Click on the Contact button on that website.

Facebook: https://www.facebook.com/codebasicshub
Twitter: https://twitter.com/codebasicshub","['what is pandas', 'what is pandas python', 'python pandas tutorial', 'pandas introduction', 'python pandas', 'pandas python data analysis', 'pandas in python', 'pandas', 'pandas python tutorial', 'pandas tutorial', 'pandas python', 'pandas tutorial python', 'learn pandas', 'panda python', 'pandas library python', 'python panda', 'pandas tutorial for beginners', 'panda in python', 'pandas course', 'how to use pandas in python', 'what is pandas in python', 'what are pandas in python', 'what is python pandas']",2017-01-21T12:17:31Z,821199,9191,,353,PT9M23S,hd,False,642000,42153717,537
